index,Absorption/nm,Emission/nm,PLQY,SMILES,solvent,Reference(doi),Et30,SP,SdP,SA,SB,"Test method of Quantum Yield (0= measured by relative method/not mention in origin paper, 1= absolute QY)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,431,562,0.13,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(F)=CC=C3C)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,432,565,0.12,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(C(F)(F)F)=C(F)C=C3)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,428,562,0.12,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(CCCCCC)C=C3)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,431,565,0.1,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(F)C=CC=C3C(F)(F)F)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,430,563,0.14,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(OCC)C=CC4=C3C=CC=C4)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,431,564,0.13,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(F)C(F)=C(C)C=C3)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,432,570,0.11,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(F)C(F)=C(F)C(F)=C3F)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,429,559,0.17,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(CCCC(OC)=O)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,431,565,0.16,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(Cl)=CC=C3)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,427,558,0.19,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(COC(C)=O)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,429,562,0.18,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(C)C(C)=CC=C3)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,432,568,0.12,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(Br)C(F)=C(F)C(F)=C3F)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,432,568,0.11,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(F)C(Cl)=C(F)C=C3)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,428,560,0.12,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(CCCCCCCCC)C=C3)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,430,561,0.16,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(C)=CC=C3)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,430,563,0.16,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(OC(C)=O)C=CC=C3)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,431,563,0.15,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(F)C(C)=CC=C3Cl)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,431,563,0.07,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(Cl)=CC(Cl)=C3)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,432,544,0,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(C4=CC([N+]([O-])=O)=CC=C4Cl)O3)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,431,565,0.13,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(Cl)N=C3)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,431,547,0.01,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(C4=CC=CC=C4[N+]([O-])=O)O3)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,431,542,0.02,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=NC=CN=C3)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,431,565,0.12,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(Cl)C(Cl)=CC=C3)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,431,564,0.12,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(Br)C=C3)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,432,559,0.02,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,428,556,0.16,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(CCC3=CC=CC=C3)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,428,557,0.16,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(CC3=CC=C(Cl)C=C3)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,430,559,0.15,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(COC3=CC=C(Cl)C=C3)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,432,564,0.05,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(F)C(F)=C(Cl)C(F)=C3F)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,429,560,0.2,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(OCCCC)C=C3)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,431,563,0.15,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(F)=CC=C3C(F)(F)F)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,427,553,0.15,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(C)ON=C3C4=C(Cl)C=CC=C4F)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,439,582,0.15,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(C4=CC=CC=C4)C=C3)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,429,543,0.02,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(C4=CC=C([N+]([O-])=O)C=C4Cl)O3)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,425,563,0.11,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(Cl)=C(Cl)C=C3)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,428,552,0.2,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C(CC)CCCC)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,428,560,0.2,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(CCC)C=C3)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,431,563,0.16,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(Cl)C=CC=C3F)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,431,545,0.03,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(F)=C(C(F)(F)F)C=C3)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,430,560,0.18,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(Br)=CC=C3)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,429,562,0.17,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(CCCCC)C=C3)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,429,561,0.17,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=CC=C3I)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,430,562,0.14,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=CC=C3Br)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,426,557,0.17,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3CC3)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,431,563,0.15,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(F)C=C3Cl)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,429,563,0.17,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=CN=C3Cl)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,426,553,0.22,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3CCCC3)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,426,557,0.17,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(C)OC=C3)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,428,556,0.21,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=CN3C)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,426,559,0.18,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(CCCCCCC)C=C3)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,429,555,0.1,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C([N+]([O-])=O)O3)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,429,563,0.14,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=CS3)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,431,565,0.09,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=C(C(F)(F)F)C=C3)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,430,566,0.13,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC(OC)=C(OC)C(OC)=C3)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,433,565,0.11,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=C(F)C=C(F)C=C3F)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,431,564,0.14,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=CC=C3Cl)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,428,557,0.17,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(CCC=C)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,430,563,0.17,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(C3=CC=CC=C3)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,425,537,0.15,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(N3CCOCC3)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,430,563,0.04,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(/C=C/C3=CC=CC=C3)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,429,558,0.16,O=C(/C=C/C1=CC=C(N(C)CCO)C=C1)C2=CC=C(NC(CCC3=CC=C(OC)C=C3)=O)C=C2,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,430,559,0.13,CN(CCO)C1=CC=C(\C=C\C(=O)C2=CC=C(NC(=O)C3=C(C)C=CS3)C=C2)C=C1,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,430,567,0.07,O=C(C1=CC=C(NC(C2=CC=C(C3=CC(Cl)=CC=C3Cl)O2)=O)C=C1)/C=C/C4=CC=C(N(C)CCO)C=C4,DMSO,10.1039/c2cc31662e,45.1,0.83,1,0.072,0.647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
